model_id,feature,coefficient
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.1se_clin,9553,-0.0444323082672023
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.1se_clin,6135,0.0475110347223614
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.1se_clin,1933,0.0201256071730329
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.1se_clin,79921,-0.0579205009622383
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.1se_clin,6229,0.00359831294387909
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.1se_clin,168537,-0.0290422853205003
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.1se_clin,clinical_gender_male,-0.0404227998631598
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,(Intercept),0.49954037744844
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,4694,-0.340289278276396
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,4725,-0.160066450166904
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,6166,-0.477482097813352
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,6230,-0.321408931202134
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,1069,-0.522892439843671
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,51506,-0.0590907206001556
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,51258,-0.498354443812358
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,6119,-0.2538752340848
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,7388,0.0921275172431648
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,10063,-0.038437965839451
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,23218,-0.0562607808484541
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,7979,-0.24429586241098
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,539,0.148835898506994
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,6233,-0.301006070001601
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,521,-0.106340014091869
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,5052,-0.119083866383787
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,529,-0.397050146143262
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,51503,0.0857325696814988
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,6727,0.619024435441289
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,10312,0.140985519578137
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,54460,-0.0417784079907628
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,522,0.215988943945082
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,54543,0.0702798155045931
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,442454,-0.0691371454346855
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,9553,0.0454587733147483
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,6135,0.338560105653797
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,1933,0.176548330502076
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,79921,-0.0643082716384551
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,6229,0.116746191587325
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_gene,168537,0.0641515905811167
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,(Intercept),0.554947292548315
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,4694,-0.327291084794876
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,4725,-0.161148830799164
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,6166,-0.467365647639844
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,6230,-0.302916028157469
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,1069,-0.510696906591616
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,51506,-0.0636421721663475
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,51258,-0.481445666292829
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,6119,-0.246551294452591
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,7388,0.0880251774313747
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,10063,-0.0432621958920123
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,23218,-0.0513699344086256
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,7979,-0.226958097474333
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,539,0.135166734600645
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,6233,-0.286525462591127
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,521,-0.102819259118363
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,5052,-0.105499907994412
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,529,-0.367733451383742
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,51503,0.0818350035199607
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,6727,0.577612322408625
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,10312,0.143702055168418
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,54460,-0.0374748102333005
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,522,0.207758263319288
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,54543,0.0697644876913531
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,442454,-0.0702550178051988
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,9553,0.0387821925164964
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,6135,0.324359143569946
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,1933,0.171238293680354
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,79921,-0.0704873326148589
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,6229,0.111098171198409
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,168537,0.0557572891701031
glmnet_dev_fdr_concordant_auc_k30_a0_lambda.min_clin,clinical_gender_male,-0.176564509011457
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.1se_gene,(Intercept),0.441812775929189
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.1se_gene,4694,-0.205353845819252
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.1se_gene,6166,-0.435721393254294
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.1se_gene,6230,-0.0640305967537855
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.1se_gene,1069,-0.518774242875681
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.1se_gene,51258,-0.524531948019403
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.1se_gene,6233,-0.02259014786724
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.1se_gene,529,-0.110260785300027
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.1se_gene,6727,0.144354038248018
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.1se_clin,(Intercept),0.435237776769763
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.1se_clin,4694,-0.19648101360317
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.1se_clin,6166,-0.416850023649789
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.1se_clin,6230,-0.0492130067126723
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.1se_clin,1069,-0.498916914584336
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.1se_clin,51258,-0.500033077310044
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.1se_clin,6233,-0.0148981549748521
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.1se_clin,529,-0.0838958918556177
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.1se_clin,6727,0.0640285047506402
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_gene,(Intercept),0.540027727334616
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_gene,4694,-0.246635241669709
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_gene,6166,-0.639353816413951
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_gene,6230,-0.332075636063252
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_gene,1069,-0.663804976494812
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_gene,51258,-0.803121060613429
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_gene,6119,-0.210418099174552
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_gene,7979,-0.143341314537848
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_gene,6233,-0.208300705553791
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_gene,529,-0.524007709275123
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_gene,6727,1.09807708206342
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_gene,10312,0.0852043862353837
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_gene,522,0.0572473047685626
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_gene,6135,0.40156257092254
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_gene,1933,0.075123401602727
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_clin,(Intercept),0.541619598054323
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_clin,4694,-0.24845076019813
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_clin,6166,-0.619835307693042
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_clin,6230,-0.262664305536509
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_clin,1069,-0.650722519410828
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_clin,51258,-0.754021863302845
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_clin,6119,-0.138775396693023
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_clin,7979,-0.0655846901682167
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_clin,6233,-0.157070922092916
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_clin,529,-0.434814016699042
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_clin,6727,0.913020361885356
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_clin,10312,0.0533701889978578
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_clin,6135,0.343576344240592
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_clin,1933,0.00238336927539524
glmnet_dev_fdr_concordant_auc_k30_a05_lambda.min_clin,clinical_gender_male,-0.0648590782925287
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.1se_gene,(Intercept),0.485865199904735
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.1se_gene,6166,-0.582842941952424
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.1se_gene,1069,-0.684758310203052
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.1se_gene,51258,-0.977061640835156
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.1se_gene,529,-0.189863484504149
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.1se_gene,6727,0.489847036984208
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.1se_clin,(Intercept),0.333323185837003
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.1se_clin,51258,-0.111460722025748
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_gene,(Intercept),0.56056957725097
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_gene,6166,-0.777719486307598
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_gene,6230,-0.254510096340856
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_gene,1069,-0.712987089567365
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_gene,51258,-1.09923135005538
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_gene,6119,-0.0322222387864466
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_gene,6233,-0.0225129912973107
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_gene,529,-0.491878615339264
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_gene,6727,1.03903937362098
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_gene,10312,0.00338395635194597
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_gene,6135,0.171683445902553
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_clin,(Intercept),0.597391443420789
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_clin,6166,-0.810211199074141
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_clin,6230,-0.356359496173996
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_clin,1069,-0.726836755799278
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_clin,51258,-1.08938079502271
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_clin,6119,-0.179308683606208
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_clin,7979,-0.0330281531986087
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_clin,6233,-0.0905422954449011
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_clin,529,-0.64999653433161
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_clin,6727,1.33432503093336
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_clin,10312,0.079809324795969
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_clin,6135,0.353038958665358
glmnet_dev_fdr_concordant_auc_k30_a1_lambda.min_clin,clinical_gender_male,-0.0441670287760309
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,(Intercept),0.415981281907552
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,4694,-0.178402576060253
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,4725,-0.104585607131483
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,6166,-0.201881721310671
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,6230,-0.139782952434925
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,1069,-0.2989976105561
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,51506,-0.0939305984176132
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,51258,-0.239455782383006
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,6119,-0.111713191022543
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,7388,-0.0230237160633009
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,10063,-0.0875257807644739
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,23218,-0.0504250908654102
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,7979,-0.108455720486809
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,539,0.018861083506783
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,6233,-0.114620108477338
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,521,-0.0885278422271968
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,5052,-0.0574130333752164
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,529,-0.172764006363267
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,51503,-0.0103686758995461
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,6727,0.170973984754503
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,10312,0.037114022162707
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,54460,-0.0381199003250211
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,522,0.059529786758328
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,54543,0.0287022269629884
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,442454,-0.0272805291027863
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,9553,-0.0469069456522845
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,6135,0.12328132685329
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,1933,0.0742049331115946
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,79921,-0.0649549291180773
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,6229,0.058458354121028
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,168537,-0.0030095502349592
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,3945,-0.152398397374835
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,23658,0.0347065945691661
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,84154,-0.0767089279238618
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,64776,0.094300439491302
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,404672,0.0146144779133177
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,153222,0.143499510626365
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,6645,0.211730240526387
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,199,-0.0283905651825838
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,10094,-0.027054603158724
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,6728,-0.0125217881636668
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,5204,0.109341919866261
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,6128,0.0442913362437509
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,101,-0.105957240036027
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,1178,0.00367228305433967
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,8837,-0.0486414538879124
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,3646,0.0435760697511799
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,10412,0.000998898107708438
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,653505,-0.0340224144646807
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,338692,0.114883935577547
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_gene,6129,0.0787013993097337
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,(Intercept),0.414909666854324
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,4694,-0.142419860741189
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,4725,-0.0848569866778491
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,6166,-0.164767924178872
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,6230,-0.11115973640643
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,1069,-0.233128032134897
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,51506,-0.077284338474174
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,51258,-0.183953876973867
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,6119,-0.0845508398776386
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,7388,-0.0282326970040073
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,10063,-0.080216651535811
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,23218,-0.0315159253335663
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,7979,-0.0873236276714216
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,539,0.00366008418934055
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,6233,-0.0900856429422321
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,521,-0.0690396106909366
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,5052,-0.0484227739998408
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,529,-0.129999411567629
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,51503,-0.018695246015021
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,6727,0.110045567714608
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,10312,0.0381863110828939
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,54460,-0.0343989916182743
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,522,0.0350491867062832
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,54543,0.022072986648021
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,442454,-0.0274888855893269
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,9553,-0.0461978918459899
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,6135,0.0873600883057508
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,1933,0.0510729349211877
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,79921,-0.0611247785809769
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,6229,0.0374948852412612
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,168537,-0.012954754409861
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,3945,-0.1222153244895
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,23658,0.017813367369916
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,84154,-0.0620763171188807
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,64776,0.0629754548689824
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,404672,-0.00226064650292266
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,153222,0.122379654507155
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,6645,0.160083863065956
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,199,-0.0329967122093594
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,10094,-0.0355099276022855
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,6728,-0.0107540105494734
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,5204,0.0767288685119973
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,6128,0.0310601048292335
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,101,-0.072775223766572
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,1178,0.00124317352445266
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,8837,-0.0378534485737687
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,3646,0.0326816902828463
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,10412,-0.00420577326651888
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,653505,-0.0377079447433338
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,338692,0.077835483945653
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,6129,0.0487904228347734
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.1se_clin,clinical_gender_male,-0.0557612136705473
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,(Intercept),0.519930256689222
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,4694,-0.320174563770892
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,4725,-0.226630872292195
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,6166,-0.310459269999216
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,6230,-0.257905188740362
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,1069,-0.553511785396277
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,51506,-0.171664204234815
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,51258,-0.526743148785784
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,6119,-0.295830562506614
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,7388,0.0250535508178971
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,10063,-0.0536154965029606
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,23218,-0.127976940060959
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,7979,-0.233638407467939
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,539,0.112947431087526
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,6233,-0.247525367759958
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,521,-0.227347884793247
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,5052,-0.0669650482847159
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,529,-0.371692545220408
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,51503,0.0993689882846349
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,6727,0.505713742117698
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,10312,0.000613939351574044
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,54460,-0.0750749995741108
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,522,0.172192757805578
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,54543,-0.0289981207030432
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,442454,-0.0486566981726067
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,9553,-0.0249663334149449
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,6135,0.250211274920294
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,1933,0.157791116815711
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,79921,-0.00870007235052723
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,6229,0.128107446337053
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,168537,0.0687692642730392
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,3945,-0.235450143462198
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,23658,0.132373147791803
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,84154,-0.134456132814506
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,64776,0.251010490927616
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,404672,0.134816158729376
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,153222,0.164748467226947
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,6645,0.423608694942277
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,199,0.00573896539542498
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,10094,0.0774533284271091
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,6728,-0.0659726024036518
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,5204,0.199329862959092
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,6128,0.0508894879519242
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,101,-0.238620486028692
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,1178,0.0121805383468851
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,8837,-0.0442533962833707
glmnet_dev_fdr_concordant_auc_k50_a0_lambda.min_gene,3646,0.0573561021017436
